"3739","598705329006-61","ENERCOOP SCIC SA"
"3740","030732329564-09","Financial Accountability and Corporate Transparency Coalition"
"3741","482400529105-86","HEUKING KÜHN LÜER WOJTEK"
"3742","794372729048-95","UNION EUROPEENNE DES MEDECINS SPECIALISTES - PHYSICAL AND REHABILITATION MEDICINE"
"3743","056921129031-13","Union Europeanne des medecins specialiste-Otorhinolaryngology"
"3744","904775931450-88","Lithuanian RDI Liaison Office LINO"
"3745","340415211061-17","Eesti Põllumajandus-Kaubanduskoda"
"3746","906727822631-61","Lietuvos Respublikos žemės ūkio rūmai"
"3747","961707318657-19","Biedrība Zemnieku saeima"
"3748","852297128949-72","Internet Economy Foundation"
"3749","42243575237-50","Amgen Inc"
"3750","265015826916-32","Association for Innovative Farming"
"3751","479023731523-73","Viipurin taloudellinen koreakouluseura"
"3752","777042431538-85","Hultin Partners Oy"
"3753","45338982456-46","European Milk Board"
"3754","9435658947-27","Direct Selling Europe"
"3755","1710335466-15","Seldia - The European Direct Selling Association"
"3756","179994825473-48","Beiten Burkhardt"
"3757","619080327196-15","VOLÁN Egyesülés"
"3758","942073927339-83","Virtu Financial Ireland Limited"
"3759","407773922437-16","BioMarine International Cluster Association"
"3760","160487726256-95","SÜSS MicroTec SE"
"3761","948172716862-70","Handwerkskammer Ulm"
"3762","157385327522-40","PFA Koncernen"
"3763","541150616964-09","European Confederation of Youth Clubs"
"3764","988395011853-48","Plastic Energy LTD"
"3765","170544928182-42","SYNTRA Midden-Vlaanderen"
"3766","542547324906-30","S Group"
"3767","817067819413-17","Latham & Watkins LLP"
"3768","604742116836-08","DAF Trucks N.V."
"3769","564175424588-28","MAN Diesel & Turbo, branch of MAN Diesel & Turbo SE, Germany"
"3770","330121530584-57","GoodAI Research"
"3771","406700112988-86","Asociación Española de Cogeneración"
"3772","148031830525-39","Foundation for Global Governance and Sustainability"
"3773","390331424747-18","IPC International, Inc."
"3774","87286671805-10","BAE Systems"
"3775","95363765837-60","International Chemical Secretariat"
"3776","28892272773-56","Handwerkskammer Niederbayern-Oberpfalz"
"3777","518638525733-44","One Young World"
"3778","04294287173-30","ABDA - Bundesvereinigung Deutscher Apothekerverbände e.V."
"3779","18940431725-51","F. Hoffmann-La Roche Ltd"
"3780","869975425127-08","Karlsruher Institut für Technologie"
"3781","982361228640-41","Verband Region Rhein-Neckar"
"3782","055616612425-69","Plastic Soup Foundation"
"3783","074553928144-47","Global Feedback Ltd"
"3784","939841723046-68","A3C Consulting"
"3785","368444123278-16","Brooke Hospital for Animals"
"3786","018214429231-64","Association of European Journalists"
"3787","080998314984-01","Third-i bvba"
"3788","882273632045-87","European Network for Women In Leadership"
"3789","508450430294-36","Novihum Technologies GmbH"
"3790","42843016904-50","Europe's Independent Fuel Suppliers"
"3791","2492574893-58","European Dredging Association"
"3792","636752920377-18","Global Alliance for Tuberculosis Drug Development"
"3793","08506057684-79","GENDERFIVEPLUS"
"3794","35321797057-83","ARKEMA"
"3795","43348533338-46","Bosch Sicherheitssysteme GmbH"
"3796","35291788333-26","Provincie Limburg"
"3797","956738825752-80","COLLECTIF EUROPANOVA"
"3798","997255629306-23","MAZARS"
"3799","946781229620-56","Sustainable Communication"
"3800","916500613863-51","SMartCoop"
"3801","73952083693-15","Schuman Associates"
"3802","323367729732-58","Designer Group"
"3803","5552918474-13","Finland Chamber of Commerce (Keskuskauppakamari)"
"3804","231975310234-07","UIP - International Union of Wagon Keepers"
"3805","984231215205-95","Special Olympics Europe Eurasia"
"3806","215801528562-26","Genossenschaftsverband Bayern"
"3807","786682123800-93","EU-MAP Consulting Ltd"
"3808","158170636163-44","450"
"3809","874222534329-29","Atomium - European Institute for Science, Media and Democracy"
"3810","237531936600-49","Compensate Operations Oy"
"3811","539924819060-22","European Council of the Liberal Professions"
"3812","827877723555-25","Σύνδεσμος Ιστορικών Καφέ Ευρώπης"
"3813","231418115347-05","Posti Group Oyj"
"3814","221982814162-24","Clariant Produkte (Deutschland) GmbH"
"3815","749609215708-63","BIOCHEMTEX"
"3816","773408623786-14","CBTALENTS GLOBAL, LDA."
"3817","5691104733-95","CIRFS: European Man-made Fibres Association"
"3818","322202524534-61","Certisys"
"3819","17798717671-62","Bureau Brussel Vewin - Unie van Waterschappen"
"3820","234043624609-89","Novolipetsk Steel"
"3821","645977412278-25","International Association for the Protection of Intellectual Property"
"3822","411977218773-69","European Athletic Association (European Athletics)"
"3823","921163316118-77","Leadership Business Consulting, Consultoria e Serviços, S.A."
"3824","118080510828-42","Groupe Carrefour"
"3825","002130110187-09","Swissport International Ltd."
"3826","4815969728-48","Syndicat National des Labels Avicoles de France"
"3827","753922111052-91","ICSC EUROPE"
"3828","23020671103-67","Cambre Associates"
"3829","578408218330-43","Observatoire social européen, asbl"
"3830","713668418770-87","European Leadership Network"
"3831","564470018819-38","CIONET International"
"3832","595298519453-29","Glen Dimplex"
"3833","28664854787-31","FUNDACIÓ COMUNITAT VALENCIANA-REGIÓ EUROPEA"
"3834","808043113459-74","European Forum for Agricultural and Rural Advisory Services"
"3835","566077714587-83","Sogrape Vinhos SA"
"3836","110030019499-10","Organisation des producteurs-exportateurs de Bananes, d'Ananas, de Managues et autres fruits de côte d'Ivoire"
"3837","178570419510-42","Asociación Dominicana de Productores de Banano"
"3838","789002115168-26","European Centre for International Political Economy"
"3839","660326516081-27","EU–China Business Association"
"3840","785157016077-28","Asociación Española de Banca"
"3841","191176426237-23","Asociace pro mezinárodní otázky (Association for International Affairs)"
"3842","120484119327-75","Evropské hodnoty z.s."
"3843","444461525432-73","The Oslo Center"
"3844","51287485932-04","European&Corporete Strategy-Brussels"
"3845","797339619005-67","Administratie Vlaamse Regulator voor de Media"
"3846","083576923714-35","Organización de Productores de Túnidos Congelados"
"3847","425944311491-86","Organisation des producteurs de thon tropical congelé et surgelé"
"3848","329674823289-91","Business Trust"
"3849","259906124165-11","Tink AB"
"3850","806750119116-03","Syndicat des acteurs du bâtiment connecté et de l'effacement"
"3851","478131313572-40","European Society of Radiology"
"3852","574010117531-50","American Forest & Paper Association"
"3853","699700218370-01","Graphene Flagship"
"3854","22678103896-38","EIDD Design for All Europe"
"3855","147822918905-17","Banco Comercial Português, S.A."
"3856","780617118804-10","Irish Road Haulage Association"
"3857","854760618864-10","UNION SYNDICALE FEDERALE"
"3858","885218118745-33","Bundestierärztekammer e.V."
"3859","94614946815-09","Federazione Italiana dell'Industria Alimentare"
"3860","458219510100-89","London Clearing House"
"3861","727712916372-77","Deloitte, S.L."
"3862","909656519206-20","BayWa r.e. Solar Projects GmbH"
"3863","011651419333-44","Cyprus Association of Renewable Energy Enterprises"
"3864","341830319263-10","APISOLAR - Associação Portuguesa da Indústria Solar"
"3865","603123419215-69","Danish Photovoltaic Association"
"3866","720395519328-67","assoRinnovabili"
"3867","483304019253-69","Malta Energy Efficiency and Renewable Energies Association"
"3868","643272219255-48","Slovenská asociácia fotovoltického priemyslu a OZE"
"3869","043994919296-65","Polskie Towarzystwo Fotowoltaiki"
"3870","712217319248-02","The Solar Trade Association"
"3871","525891219143-78","Hellenic Association of Photovoltaic Companies"
"3872","622525319139-35","Irish Solar Energy Association (ISEA)"
"3873","486836616056-77","Greenhouse Communications"
"3874","552108217456-47","Centro Italiano Ricerche Aerospaziali (CIRA ScpA)"
"3875","03004067068-71","Gesamtverband der Arbeitgeberverbände der Metall- und Elektro-Industrie e.V."
"3876","218230019195-25","Dogwood Alliance"
"3877","033092624623-71","International Dockworkers Council"
"3878","482340112795-80","European Fastener Distributor Association"
"3879","272646820681-30","ACTION CONTRE LA FAIM"
"3880","869085819965-27","International Catholic Migration Commission-Europe"
"3881","934593924492-57","John Zib"
"3882","405284919699-91","Transports Développement Intermodalité Environnement - Voyageurs et Marchandises"
"3883","163449611538-93","Telespazio"
"3884","051623724838-63","STV Group PLC"
"3885","063093925179-42","Waste Free Oceans"
"3886","52986552165-55","European Steel Tube Association"
"3887","677136722123-94","Civiс organization Anti-corruption Action Center"
"3888","424256523194-93","Campact"
"3889","922865919181-22","Videokuvatalo"
"3890","122646918735-87","Suomen apteekkariliitto - Finlands apotekareförbund r.y."
"3891","041495920038-44","CLOUD INFRASTRUCTURE SERVICES PROVIDERS IN EUROPE"
"3892","57554935989-06","Archer Daniels Midland Company"
"3893","602016118609-78","Semiconductor Industry Association"
"3894","233323715723-88","Standard Bank Group"
"3895","444629814963-15","European Cabin Crew Association"
"3896","117819413609-43","G & H Associates (Europe) Ltd"
"3897","8156981516-21","EUREC- The association of European Renewable Energy Research Centres"
"3898","190177617295-51","Cos&Co European Law and Advocacy Advisers"
"3899","732651516846-01","VMware, Inc. and VMware Intl, Ltd."
"3900","312806014237-16","Fédération des Entreprises du Commerce et de la Distribution"
"3901","310521319464-66","UNIONE ITALIANA VINI-CONFEDERAZIONE"
"3902","009324024794-21","Orlen Eesti OÜ"
"3903","305205424766-97","Transiidikeskuse AS"
"3904","955477224787-96","Infortar"
"3905","266612024788-23","AS TV3"
"3906","212855924771-11","Estonian Railways"
"3907","099207224805-42","Rail Baltic Estonia OÜ"
"3908","450614224786-11","Meta Advisory Group"
"3909","538299024768-77","Viru Keemia Grupp AS"
"3910","458348124803-65","Skeleton Technologies OÜ"
"3911","07265875082-72","Suomen Yrittäjät ry"
"3912","469940125093-61","CAP !"
"3913","601682417261-34","The Kvinna till Kvinna Foundation"
"3914","607574814476-56","BØRNEfonden/ChildFund"
"3915","382099223522-41","Amsterdam Economic Board"
"3916","483924815151-12",""Hope For Children" CRC Policy Center"
"3917","687514624520-24","Innopharma Labs"
"3918","579735319590-03","National University of Ireland Galway"
"3919","573929025407-47","ASSOCIAZIONE CULTURALE MITTELEUROPA"
"3920","537953726090-75","Landdistrikternes Fællesråd"
"3921","743697725488-83","EULLER Healthcare GmbH"
"3922","977881918839-35","International Association of Privacy Professionals"
"3923","072659518836-70","Ενωση Περιφερειων Ελλαδας"
"3924","843968715727-06","Studio Valla - European Consulting"
"3925","073127814104-19","Wetlands International - European Association"
"3926","944347518758-70","ORTIS SA"
"3927","151554816791-61","Testbiotech"
"3928","600698218851-84","EcoNexus"
"3929","92257198818-48","European Ferrous Recovery & Recycling Federation"
"3930","074000219282-17","World Business Council For Sustainable Development"
"3931","736852519506-74","American Insurance Association"
"3932","581946117439-72","Övertorneå kommun"
"3933","62882208965-81","European Breakfast Cereal Association"
"3934","349079119535-50","WELLNESS FOUNDATION"
"3935","488692317424-44","AMBER Alert Europe"
"3936","876509717508-94","Verband Deutscher Zeitschriftenverleger e. V."
"3937","629905819488-40","ALL WITH US-TOUS AVEC NOUS"
"3938","989108519757-22","European Federation of Animal Science"
"3939","459008624153-72","Global Fund for Women"
"3940","729014411618-96","Assemblée des Régions Européennes Fruitières, Légumières et Horticoles"
"3941","655116624489-96","Chicago Council on Global Affairs"
"3942","133791413425-96","Zentralverband der deutschen Seehafenbetriebe e.V."
"3943","41826153178-91","European Federation of Inland Ports"
"3944","518917926125-70","The European Environment and Sustainable Development Advisory Councils Network"
"3945","152672423609-37","Koninklijke Nederlandse Motorrijders Vereniging"
"3946","31958409365-30","Federation of European Rice Millers"
"3947","116855623544-64","SVAZ OBCHODU A CESTOVNÍHO RUCHU ČR"
"3948","891667823616-20","International Institute for Applied Systems Analysis"
"3949","792244118299-55","Sanofi Pasteur"
"3950","198354815537-92","Association of Social Democratic Municipalities"
"3951","570043718684-31","Association des maires de France"
"3952","628480917959-24","Circular Economy Coalition for Europe"
"3953","814721210555-72","UNIÓN ESPAÑOLA DE ENTIDADES ASEGURADORAS Y REASEGURADORAS"
"3954","384028912403-82","Transgender Europe"
"3955","795539518518-78","La Chambre Philharmonique"
"3956","493459413141-62","Royal Museums of Fine Arts of Belgium"
"3957","634985519183-41","Arch Insurance (EU) dac"
"3958","376215719574-10","European Regional Talent Mobility Network"
"3959","342147315697-69","Europe Container Terminals B.V."
"3960","69382094718-43","Carbon Capture & Storage Association"
"3961","936909715448-20","PAX"
"3962","026536419006-75","NCC AB"
"3963","508147724512-45","GreenWay Holding S.A."
"3964","611631522622-61","Fédération nationale des producteurs de lait"
"3965","206322721649-81","BillerudKorsnäs AB"
"3966","460392617893-58","Europe Unlimited"
"3967","91139622118-45","Greater Copenhagen EU Office"
"3968","016573426066-92","Université catholique de Louvain"
"3969","873181915791-38","Danske Medier"
"3970","701189115301-43","Eidgenössische Technische Hochschule Zürich"
"3971","937742510518-22","Climate Economics Chair (Paris-Dauphine University -  Europlace Institute of Finance)"
"3972","20935778703-23","EuropeanIssuers"
"3973","199090913475-87","European Association of Tax Law Professors"
"3974","47172565855-96","European Federation of Road Traffic Victims"
"3975","074865816956-64","United States Meat Export Federation"
"3976","048817319075-18","National Cattlemen's Beef Association"
"3977","738000419426-61","Union of Chambers and Commodity Exchanges of Turkey"
"3978","471358119455-78","Conseil national de l'ordre des masseurs kinésithérapeutes"
"3979","24070646198-51","International Federation of Actors"
"3980","84244281858-12","European Biodiesel Board"
"3981","70953241037-94","Stichting Onderzoek Multinationale Ondernemingen"
"3982","629420924604-58","Llewellyn Consulting LLP"
"3983","658449124521-36","PAPER EXCELLENCE B.V."
"3984","244865715700-07","STEPS MANAGEMENT SPRL"
"3985","615852524905-12","Lithuanian National Road Carriers Association"
"3986","390536722812-60","Regione Toscana - Ufficio di collegamento con le Istituzioni comunitarie a Bruxelles"
"3987","030525522699-14","IDESCOM-Associação Informação, Desenvolvimento, Comunicação"
"3988","670482523660-60","Canadian Labour Congress"
"3989","972448924487-56","Quarterdeck Shipping"
"3990","751285425198-76","ENTE NAZIONALE RISI"
"3991","45960464757-14","Association des Cinémathèques Européennes"
"3992","233171110145-30","Comité National Olympique et Sportif Français"
"3993","030103826093-82","International Baccalaureate Organization"
"3994","274502523120-19","Dairy Companies Association of New Zealand"
"3995","945767423659-90","FOREIGN ECONOMIC RELATIONS BOARD"
"3996","510732619083-95","ITS B.V."
"3997","878143516137-06","Mayer Brown Europe-Brussels LLP"
"3998","332222319196-63","Razvojni center Srca Slovenije"
"3999","221589017973-83","European Alliance For Vision Research and Ophthalmology"
"4000","115678219174-06","WL Ross & Co. LLC"
"4001","738492215435-82","European Centre for Development Policy Management"
"4002","425241713598-51","Fundación para las Relaciones Internacionales y el Diálogo Exterior"
"4003","617220019157-97","Fondation Institut de recherche pour le développement durable et les relations internationales"
"4004","046903619118-23","Munich Financial Centre Initiative"
"4005","519541518551-15","European Live Poultry and Hatching Egg Association"
"4006","822198744-40","FoodServiceEurope"
"4007","888142318344-72","BlueAssist vzw"
"4008","630344923495-77","Tomhas Advisory Limited"
"4009","923265923981-74","Calij-i Motors Limited"
"4010","297356424102-58","Katoen Natie NV"
"4011","719426524132-11","Zrzeszenie Międzynarodowych Przewoźników Drogowych w Polsce"
"4012","890063524329-21","BrandFirst"
"4013","507235311834-96","Welsh Higher Education Brussels"
"4014","267316520487-15","Animal Welfare And Trade Ltd"
"4015","730203125439-60","New York University"
"4016","68374528625-72","Confederação dos Agricultores de Portugal"
"4017","186423122423-65","Hausfeld & Co. LLP"
"4018","756900717177-44","Svenska Lantbruksproducenternas Centralförbund SLC r.f."
"4019","772094925119-87","Frontier Economics Limited"
"4020","810762225156-67","Air Baltic Corporation"
"4021","407311325158-04","Norwegian Air Shuttle ASA"
"4022","259369025144-40","VOLOTEA"
"4023","584392118899-17","Systembolaget Aktiebolag"
"4024","247798421157-38","Stroke Alliance for Europe"
"4025","024912424668-57","European Stroke Organisation"
"4026","725605624610-41","Stichting Car Claim"
"4027","180841124732-44","Centrum Werk Gezondheid"
"4028","528257519840-30","European Association of Geographers"
"4029","218219812319-84","Bundesverband Alternative Investments e.V."
"4030","555450011891-58","The Church of Jesus Christ of Latter-day Saints - European Union and International Affairs Office"
"4031","02219179820-59","SONAE"
"4032","268605424648-34","The European Interactive Digital Advertising Alliance"
"4033","23332008533-91","PAN-Nordic Card Association"
"4034","141532321289-19","Aena, S.M.E. S.A."
"4035","810688116593-26","Institut der Wirtschaftsprüfer in Deutschland e.V."
"4036","61866543669-46","European Branded Clothing Alliance"
"4037","610757518850-70","Ahimsa Fund"
"4038","91230848290-45","Council of Gas Detection and Environmental Monitoring"
"4039","895668023124-22","Momentive Performance Materials GmbH"
"4040","721996216817-02","streetfootballworld gGmbH"
"4041","621875521401-70","EUROPEAN HOTEL FORUM"
"4042","823515125539-22","MTÜ EESTI SUURETTEVÕTJATE ASSOTSIATSIOON"
"4043","955526625524-20","Lingvist Technologies OÜ"
"4044","072514125233-04","EUTOP Brussels SPRL"
"4045","986642126602-16","Syndicat de la presse quotidienne nationale"
"4046","089405024976-26","Regulatory Solutions"
"4047","256812113944-37","Future for Religious Heritage"
"4048","913021325530-63","Association de l'Industrie Audiovisuelle Indépendante"
"4049","858213820631-77","Oxfam-Solidarité / Oxfam-Solidariteit"
"4050","606724725263-31","European Historic Thermal Towns Association (EHTTA)"
"4051","114500024887-83","European Non-Governmental Sports Organisation"
"4052","270122925568-92","Pour une alliance sciences sociétés"
"4053","846757425780-51","MSL France"
"4054","562625025588-62","ICA-handlarnas Förbund"
"4055","317032025619-23","ICA Gruppen AB"
"4056","395203024266-66","Svensk Dagligvaruhandel"
"4057","757429423312-84","PeoplesFinancials Foundation"
"4058","337584720592-05","ARCADIS Europe B.V."
"4059","814525024322-56","LeasePlan Supply Services AG"
"4060","782499524173-63","AL-ANDALUS BUSINESS CONSULTING, S.L."
"4061","733135223769-69","European Middle East Project vzw"
"4062","205320723475-37","European Neighbourhood Council"
"4063","718871824881-22","SEACULTURE LTD"
"4064","269777824384-04","SMM Consultancy Services"
"4065","648936020856-72","EUROPEAN MAR II, LDA. & COMANDITA (ZONA FRANCA DA MADEIRA)"
"4066","12238962750-40","Zentralverband der deutschen Werbewirtschaft ZAW e.V."
"4067","212242816429-05","Austria Wirtschaftsservice Gesellschaft mbH"
"4068","551694718159-54","Biobased Industries Consortium"
"4069","524637319601-09","John Deere GmbH&Co.Kg"
"4070","705806123152-87","Partnership for Aflatoxin Control in Africa"
"4071","0346440357-87","European Association of Chemical Distributors"
"4072","47031804648-91","European Council of the Paint, Printing Ink and Artists' Colours Industry"
"4073","98945367035-89","Landmark Public Policy Advisers Europe Ltd"
"4074","154635219576-69","Confederação Nacional da Agricultura"
"4075","933453325369-91","Consortium for Imports of Hot-Rolled Flats"
"4076","323477526070-15","BLAGOVNO TRGOVINSKI CENTER d.d."
"4077","919004519967-94","RELOOP"
"4078","937916023366-57","city of amsterdam"
"4079","025843424137-75","V V G B Advocaten"
"4080","740592710611-76","Suedzucker AG"
"4081","292576015608-71","SHV Energy NV"
"4082","964846712714-21","CEFOREC INTERNATIONAL NETWORK"
"4083","87921819473-65","Tele2 Sverige AB"
"4084","814676820433-06","Comerciando Global"
"4085","57221111091-19","Frank Bold Society"
"4086","045565320554-94","Heavenly Creature Producties"
"4087","023332310378-35","Mouvement Européen-France"
"4088","073439515741-83","Centre de Ressources pour les Groupements d'Employeurs"
"4089","717288019093-25","HDIMAGE"
"4090","918591719094-39","Knauf Industries Gestion"
"4091","626765018385-42","FINANCIAL SERVICES TRADE ASSOCATIONS REVIEW"
"4092","005543419109-82","University of Virginia"
"4093","76399831150-89","Bundesverband der Pharmazeutischen Industrie e.V."
"4094","278365525074-45","Kerkhoff Group GmbH"
"4095","552243524386-88","Partido Socialista Obrero español Region de Murcia"
"4096","729534624528-28","Ario Advisory"
"4097","581002319446-05","Auchan Retail"
"4098","92399882921-71","EURALIA"
"4099","683678218692-72","FEDERACION ESPAÑOLA DEL TAXI"
"4100","90649564350-78","Project AWARE Foundation"
"4101","929417912330-88","BONANOVA"
"4102","167339718832-92","European Young Innovators Forum"
"4103","151603120611-02","Ski Club of Great Britain"
"4104","552112316461-77","MIBGAS S.A. Mercado Ibérico del Gas"
"4105","292913016962-90","Forum of European Muslim Youth and Student organisations"
"4106","03506017714-81","Deutsche Umwelthilfe e.V."
"4107","575468720780-92","TWENGA S.A."
"4108","46782046250-28","World Organisation against Torture"
"4109","596533820765-19","CTI AFRICA"
"4110","489015820846-96","United Nations University Institute on Comparative Regional Integration Studies"
"4111","552595119292-53","ZODIAC AEROSAFETY SYSTEMS"
"4112","916989318837-36","Axess Public Relations"
"4113","229199618965-08","Associazione Volontari Italiani del Sangue Sede Nazionale"
"4114","48562122691-12","EuroHealthNet"
"4115","01953872943-65","INTERNATIONAL FEDERATION OF MUSICIANS"
"4116","93898497838-96","Falck"
"4117","214524019642-47","AB Stokab"
"4118","22014486374-73","Brazilian Sugarcane Industry Association"
"4119","316726223466-39","Instytut Europejskiej Sieci Pamięć i Solidarność"
"4120","573007514406-21","YDRENAS COMMUNICATIONS AB"
"4121","962167925504-75","Collectif Innovation"
"4122","36443386820-19","European COPD Coalition"
"4123","670048014882-93","Kesko Corporation"
"4124","416405725880-63","Autorité de régulation des activités ferroviaires et routières"
"4125","620962512697-93","Foundation Max van der Stoel"
"4126","721129719214-13","European Transport Research Alliance"
"4127","684432824847-17","Hellenic Association of Pharmaceutical Companies"
"4128","920867915729-68","Pan European ICT & eBusiness Network for SMEs"
"4129","731930623261-05","ALL DIGITAL AISBL"
"4130","19853116579-64","European Association for Coal and Lignite"
"4131","238617117970-90","Instytut Kościuszki - Instytut Integracji Europejskiej"
"4132","190087618732-70","Irish Stock Exchange plc, trading as Euronext Dublin"
"4133","897792317185-95","London Metal Exchange"
"4134","213518813328-18","European League for Economic Cooperation"
"4135","37488345650-13","European Structured Investment Products Association"
"4136","588726515320-19","TalkTalk Group"
"4137","298887016981-26","Broadcast Networks Europe"
"4138","200366615906-38","AREL agenzia ricerche e legislazione fondata da nino andreatta"
"4139","587893626634-05","FUNDACION MUJERES POR AFRICA"
"4140","140719522066-79","Canada Pension Plan Investment Board"
"4141","913242026719-09","Van Bael & Bellis"
"4142","583164326209-86","Callisto Group OÜ"
"4143","546898526129-90","Tamro Eesti OU"
"4144","827172316947-35","World Wide Fund for Nature - Greece"
"4145","565032821273-72","European Network of Transmission System Operators for Gas"
"4146","04011446819-63","Fachverband der Gas- und Wärmeversorgungsunternehmungen"
"4147","090402719722-89","Joint Stock Company "Latvijas Gaze""
"4148","107893921578-31","MVM Hungarian Electricity Ltd."
"4149","270370621067-58","Energies for Africa"
"4150","496822013474-60","Institut français de recherche pour l'exploitation de la mer"
"4151","90748218095-34","Dalmine S.p.A."
"4152","556878924114-24","TUSKON EU"
"4153","795349522263-75","John Wiley & Sons Limited"
"4154","566549917207-21","The Danish Investment Association"
"4155","534144219125-03","The Internet Association"
"4156","671229125669-70","IFOK GmbH"
"4157","826475025434-21","Wetsus, European Centre of Excellence for Sustainable Water Technology"
"4158","77415475552-55","Short Brothers plc, as representative of the Bombardier group"
"4159","38020227042-38","Law Society of England and Wales"
"4160","312840210910-27","European Association of Industrial Silica Producers"
"4161","246727618913-23","Tom Lantos Intézet"
"4162","24973952940-04","Stichting LIBER"
"4163","9412010322-35","CEBRE - Czech Business Representation to the EU in Brussels"
"4164","536234322350-13","S.E Correos y Telégrafos S.A., S.M.E."
"4165","464457225131-30","Institut ''Jožef Stefan''"
"4166","709518325777-24","FUNDACION MUJERES POR AFRICA"
"4167","2292357633-53","Organisation pour un réseau international d’indications géographiques"
"4168","150282426037-13","European Fund for Engineering Education Development"
"4169","286194516022-33","FEDIL - The Voice of Luxembourg's Industry"
"4170","384612918165-60","European Union National Institutes of Culture"
"4171","235474015095-10","Arab NGO Network for Development"
"4172","469705916690-22","Emso Asset Management Limited"
"4173","728245916986-09","Organisation internationale pour le droit à l'education et la liberté d'enseignement"
"4174","44454059960-64","consortium of CERN and large European national laboratories with accelerator driven research infrastructures and major detector development effort"
"4175","61890167724-24","International Meat Trade Association"
"4176","43612725310-63","European Chiropractors' Union"
"4177","638820912393-43","European Elite Athletes Association"
"4178","427277226092-39","Pensionskassernes Administration A/S"
"4179","534385811072-96","Transatlantic Consumer Dialogue"
"4180","108186916896-88","Eurofacts Oy"
"4181","214419515681-64","SOCIETE BIC"
"4182","5446623780-39","Euromontana"
"4183","148335825046-62","CRV Holding BV"
"4184","85472489822-85","Bank of Valletta Group"
"4185","43783176689-06","Local Government Denmark"
"4186","396855224825-17","OBAMCI (Organisation des Producteurs-Exportateurs de bananes, d'Ananas, de Mangues et autres Fruits de Côte d'Ivoire)"
"4187","175695224542-61","Open Access Infrastructure for Research in Europe"
"4188","389275311163-19","Drax Group plc"
"4189","144739515066-23","Internet Watch Foundation"
"4190","040146417895-20","CC-Portugal - Câmara de Comércio e Industria Portuguesa"
"4191","99781077034-89","Verbundnetz Gas AG"
"4192","9931891670-73","Federazione Nazionale dell'Industria Chimica italiana"
"4193","748083512798-74","Filmproducenten Nederland"
"4194","718741313802-97","The Navigator Company, S.A."
"4195","04029409214-45","Les entreprises du médicament"
"4196","67820416722-09","Alber & Geiger"
"4197","110814319280-72","Element Power Limited"
"4198","056295616192-78","Studio Legale Bonelli Erede Pappalardo"
"4199","207622824992-19","BV Beco"
"4200","912580925005-35","Cleary Gottlieb Steen & Hamilton"
"4201","698580322266-37","Swedish Association of Local Authorities and Regions"
"4202","370030023964-01","SIEMENS GAMESA RENEWABLE ENERGY, S.A."
"4203","121465619130-93","Trainline.com Limited"
"4204","118451215540-75","Meridiam"
"4205","83890596453-52","ERG spa"
"4206","301848618848-80","JERUSALEM FOUNDATION"
"4207","961373118476-87","ABPaymentflows BV"
"4208","883467515174-60","Crisis Action"
"4209","245092427655-14","Autotalks"
"4210","025938212702-61","Finnish Authors´ Copyright Society Sanasto"
"4211","929550219950-35","Skåne Association of Local Authorities"
"4212","890585732274-54","EU Asia Financial Services Roundtable"
"4213","275262818818-08","Stichting United Academics Foundation"
"4214","05221658419-01","The Genesis Initiative"
"4215","568282331933-17","Federal Express Europe Inc & Co"
"4216","124568534308-42","Térvalis Desarrollo, S.A."
"4217","609904815975-13","European Agency for Special Needs and Inclusive Education"
"4218","780146710855-91","European Lime Association"
"4219","91505507670-45","System Capital Management"
"4220","120867616360-39","Asociación Nacional de Productores de Vacuno de Carne"
"4221","158718430543-52","Containerships Oy"
"4222","526968412531-40","European Alliance of News Agencies"
"4223","864359332477-04","STSS (MALTA) Limited"
"4224","918014232580-69","Cycling Without Age"
"4225","309281432568-43","Voetgangersbeweging"
"4226","654561731022-83","Hub France IA"
"4227","63569542153-18","Randstad N.V."
"4228","47479986521-66","bpost NV"
"4229","719135118053-50","Europe External Policy Advisors"
"4230","875483616957-38","Asociacion Agraria Jovenes Agricultores"
"4231","542292923314-75","beIN SPORTS France"
"4232","579590331839-56","Stichting The Ocean Cleanup"
"4233","29789243712-03","LightingEurope"
"4234","979313916286-38","ACV Puls"
"4235","622307424816-11","Confederazione Generale Italiana del Lavoro"
"4236","721873432604-06","European Theatre Convention e.V."
"4237","32814201372-84","European Aerosol Federation"
"4238","130844032149-10","MIBGAS S.A."
"4239","864002432928-17","NEARCO RENOVABLES"
"4240","362445426674-48","Instituut voor Landbouw en Visserijonderzoek"
"4241","71462686997-10","Independent Diplomat"
"4242","48838196790-63","Zukunft GAS e. V."
"4243","196997510883-76","DER MITTELSTANDSVERBUND"
"4244","306900032664-81","Private Mills Germany e.V."
"4245","436122132743-46","Deutscher Bauernbund e.V."
"4246","232837233056-64","Andart Global"
"4247","510621432791-58","Anzyz Technologies AS"
"4248","432333133193-78","Arteria Creative Network, Institute for Creative Industries"
"4249","39456841401-09","Forbrugerrådet Tænk (the Danish Consumer Council)"
"4250","003095333045-21","Università degli Studi di Siena"
"4251","193993430380-75","Atomium-European Institute for Science, Media and Democracy"
"4252","343059028884-80","SAZKA Group a.s."
"4253","115848728203-28","R20 Regions of Climate Action"
"4254","611457227664-80","Asociación Española de Editoriales de Publicaciones Periódicas"
"4255","770434028592-05","Topcon Positioning Europe"
